nome,ocupacao,data_nascimento,data_morte,conteudo
Princesa Isabel, Monarca brasileira,29/07/1846,14/11/1921 (aos 75 anos),"Princesa Isabel (1846-1921) foi uma princesa do Brasil Império. Filha do imperador D. Pedro II, assinou a Lei do Ventre Livre e a Lei Áurea, que acabou com a escravidão no Brasil. Irmã da Princesa Leopoldina, Isabel foi a última princesa do Império Brasileiro. Assumiu a regência por três vezes, quando o imperador D. Pedro II se ausentou do País. Com a Proclamação da República, foi obrigada a se exilar do Brasil."
Princesa Diana, Princesa inglesa,01/07/1961,31/08/1997 (aos 36 anos),"Princesa Diana (1961-1997) foi Princesa de Gales. Casada com o príncipe Charles, filho da Rainha Elizabeth II da Inglaterra, era a Alteza Real. Herdeira do título de Lady, era chamada de Lady Di."
Pelé, Ex-jogador brasileiro de futebol,23/10/1940,não informado,"Pelé (1940) é um ex-jogador brasileiro de futebol. Conhecido como ""Rei Pelé"", encantou o mundo com seus dribles e passes. Foi designado o Embaixador Mundial do Futebol. Foi eleito o ""Atleta do Século"". Levou o Santos Futebol Clube, onde atuou por mais de duas décadas, a ganhar mais de quarenta títulos."
Poseidon, Deus do mar na mitologia grega,não informado,não informado,"Segundo a mitologia grega, ao lado de Zeus (deus do céu) e Hades (deus do submundo) está Poseidon, que é o responsável pelos mares e oceanos. Na mitologia romana, Poseidon é chamado de Netuno."
Pedro Nava, Médico e escritor brasileiro,05/06/1903,13/05/1984 (aos 80 anos),"Pedro Nava (1903-1984) foi um médico, escritor, poeta e memorialista brasileiro. Sua obra autobiográfica capta o espírito de sua época e traça um painel da cultura brasileira do século XX."
Pedro I da Rússia, Imperador russo,09/06/1672,08/02/1725 (aos 52 anos),"Pedro I da Rússia, ou Pedro, o Grande (1672-1725) foi um czar russo. Seu reinado mudou radicalmente o curso da história do país. Foi o criador da Rússia Moderna. Fundou e transformou a cidade de São Petersburgo no centro comercial do império."
Pedro de Araújo Lima, Político brasileiro,22/12/1793,07/06/1870 (aos 76 anos),"Pedro de Araújo Lima (1793-1870) foi político brasileiro. O Marques de Olinda. Exerceu importantes cargos públicos. Foi Senador, Regente, Ministro do Império, Ministro da Justiça, Ministro da Fazenda e dos Estrangeiros, Presidente do Conselho de Ministros e Conselheiro do Estado."
Pedro Cardoso, Ator brasileiro,31/12/1962,não informado,"Pedro Cardoso (1961) é um ator, redator, roteirista e humorista brasileiro, que se destacou na televisão com o personagem Agostinho na série “A Grande Família”, que foi apresentada entre 2001 e 2014."
Pedro Bial, Jornalista e apresentador brasileiro,29/03/1958,não informado,"Pedro Bial (1958) é um jornalista, escritor e apresentador brasileiro. Comanda o reality show BBB - Big Brother Brasil, desde 2002."
Pedro Bandeira, Escritor brasileiro de livros infanto-juvenis,09/03/1942,não informado,"Pedro Bandeira (1942) é um escritor brasileiro de livros infanto-juvenis. Destacou-se com a obra ""A Droga da Obediência"". Recebeu o Prêmio Jabuti, da Câmara Brasileira do Livro, em 1986 e a Medalha de Honra ao Mérito Braz Cubas, da cidade de Santos, em 2012."
Pedro Américo, Pintor brasileiro,29/04/1843,07/11/1905 (aos 62 anos)," (1875) – obra inspirada na peça Fausto de Goethe. Para a representação, Pedro Américo escolheu o momento da sedução de Margarida por Fausto:"
Pedro Álvares Cabral, Navegador português,não informado,não informado,"Pedro Álvares Cabral (1467-1520) foi um navegador e explorador português, capitão-mor da frota portuguesa que avistou a costa do Brasil em 22 de abril de 1500."
Pedro Abelardo,não informado,não informado,não informado,"Pedro Abelardo ou Pierre Abélard (1079-1142) foi um filósofo, teólogo e lógico francês, considerado uma das grandes figuras da filosofia escolástica e um dos maiores pensadores do século XII."
PC Siqueira, Apresentador de Televisão,18/04/1986,não informado,PC Siqueira (1986) é um ex-apresentador e VJ brasileiro da MTV. Também é ilustrador e faz parte de celebridades instantâneas que se tornaram famosos rapidamente ao ingressaram nos meios de comunicação atrelados ao fenômeno da internet.
Paulo Mendes Campos, Escritor Brasileiro,1922--02-28,01/07/1991 ,"Paulo Mendes Campos (1922-1991) foi um escritor, jornalista e poeta brasileiro, conhecido, sobretudo, por suas crônicas."
Paulo Mendes da Rocha, Arquiteto brasileiro,25/10/1928,não informado,"Paulo Mendes da Rocha (1928) é um arquiteto brasileiro. Premiado com o Leão de Ouro, pelo conjunto de sua obra, na Bienal de Arquitetura em Veneza, na Itália, é o primeiro brasileiro a receber a distinção."
Paulo Lins, Escritor brasileiro,11/06/1958,não informado,"Paulo Lins (1958) é um escritor brasileiro. Autor do Livro Cidade de Deus que foi levado para o cinema por Fernando Meirelles, e recebeu quatro indicações para o Oscar de 2004."
Paulo Maluf, Político brasileiro,03/09/1931,não informado,Paulo Maluf (1931) é um político brasileiro. Foi prefeito e também governador do estado de São Paulo.
Paulo Henrique Amorim, Jornalista brasileiro,22/02/1942,10/07/2019 (aos 77 anos),"Paulo Henrique Amorim (1942-2019) foi um importante jornalista brasileiro, ele ficou conhecido pelo grande público devido às suas passagens pelos grandes canais de televisão e por ter estado a frente do site "
Paulo Leminski, Poeta brasileiro,24/08/1944,07/06/1989 (aos 44 anos),"Paulo Leminski (1944-1989) foi um poeta, escritor, tradutor e professor brasileiro. Fez uma poesia sem compromisso, destacou-se com “Catatau”, obra “maldita” marcada por exacerbado experimentalismo linguístico e narrativo."
Paulo Gustavo, Ator e humorista brasileiro,30/10/1978,04/05/2021 (aos 42 anos),"Paulo Gustavo Amaral Monteiro de Barros (1978-2021) foi um ator, humorista e apresentador brasileiro."
Paulo Guerra, Político brasileiro,10/12/1916,09/07/1977 (aos 60 anos),Paulo Guerra (1916-1977) foi um político brasileiro. Foi o sucessor de Miguel Arraes de Alencar no governo de Pernambuco. Foi deputado Federal e Estadual. Elegeu-se senador pela ARENA. Foi diretor da Penitenciária Agrícola de Itamaracá (PAI).
Paulo Freire, Educador brasileiro,19/09/1921,02/05/1997 (aos 75 anos),"Paulo Freire (1921-1997) foi um educador brasileiro, criador de um método inovador para alfabetização de adultos. Seu método foi levado para diversos países."
Paulo Guedes, Economista brasileiro,24/08/1949,não informado,Paulo Guedes (1949) é um economista brasileiro. É o Ministro da Economia do governo do presidente Jair Bolsonaro. É conhecido por seu pensamento liberal em relação à economia.
Paulo Cavalcanti, Político brasileiro,25/05/1915,31/05/1995 (aos 80 anos),"Paulo Cavalcanti (1915-1995) foi político, promotor público, jornalista e memorialista brasileiro."
Paulo Francis, Jornalista e escritor brasileiro,02/09/1930,04/02/1997 (aos 66 anos),"Paulo Francis (1930-1997) é o pseudônimo de Franz Paul Trannin da Matta Heilborn. Foi um jornalista, crítico de literatura e arte e escritor brasileiro. O livro “Diário da Corte”, conjunto de escritos de Francis, esteve na lista dos livros mais vendidos em 2012."
Paulo César Pinheiro, Compositor brasileiro,28/04/1949,não informado,"Paulo César Pinheiro (1949) é um compositor, letrista, poeta e escritor brasileiro. Parceiro de João de Aquino, Baden Powell, Pixinguinha, Tom Jobim, Francis Hime, Ivan Lins, Edu Lobo, Toquinho, Lenine, entre outros, teve suas músicas gravadas por grandes nomes da MPB. Compôs trilhas sonoras para a televisão, teatro e cinema."
Paulo Coelho, Escritor e letrista brasileiro,24/08/1947,não informado,"Paulo Coelho (1947) é um escritor brasileiro, autor de romances, ficção, investigação policial, temas místicos e autoajuda, é um dos autores mais vendidos no mundo. Foi eleito para a cadeira n.º 21 da Academia Brasileira de Letras."
Paulinho da Viola, Cantor e compositor brasileiro,12/11/1942,não informado,"Paulinho da Viola (1942) é um cantor, compositor e violonista brasileiro, um dos mais importantes representantes do samba e da Musica Popular Brasileira."
Paula Fernandes, Cantora brasileira,28/08/1984,não informado,"Paula Fernandes (1984) é uma cantora e compositora, brasileira. Foi considerada pela revista VIP como a décima sexta mulher mais sexy do mundo. Também, no ano de 2011, foi a personalidade mais acessada no Google Brasil. Suas músicas fazem sucesso no Brasil e em Portugal."
Paul Simon, Cantor norte-americano,13/10/1941,não informado,"Paul Simon (1940) é um cantor, compositor e guitarrista, considerado um dos grandes intérpretes da música norte-americana."
Paul Verlaine, Poeta francês,30/03/1844,08/01/1896 (aos 51 anos),"Paul Verlaine (1844-1896) foi um importante poeta francês da segunda metade do século XIX. Seu lirismo musical exerceu influência decisiva no desenvolvimento do simbolismo e abriu novos caminhos para a poesia francesa. Não raro, os temas de seus poemas têm uma conotação mórbida e uma nota de melancolia."
Paul Ricoeur, Filósofo francês,27/02/1913,20/05/2005 (aos 92 anos),Paul Ricoeur foi um dos expoentes no campo da fenomenologia e da hermenêutica e é considerado um dos grandes nomes da filosofia contemporânea tendo sido inclusive uma referência para os filósofos Derrida (1930-2004) e Lyotard (1924-1998).
Paul Klee, Pintor suíço,18/12/1879,29/06/1940 (aos 60 anos),"Paul Klee (1879-1940) foi um pintor suíço, naturalizado alemão, considerado um dos artistas mais originais do movimento expressionista do início do século XX."
Paul Gauguin, Pintor francês,07/06/1848,09/05/1903 (aos 54 anos),"Eugène Henri Paul Gauguin, conhecido como Paul Gauguin, nasceu em Paris, França, no dia 7 de junho de 1848. Filho do jornalista francês Clovis Gauguin e de Aline Chazal, filha da escritora feminista Flora Tristán, filha de um peruano de origem espanhola (as trajetórias dela e do neto são tema do romance do também peruano Mário Vargas Llosa, O Paraíso na Outra Esquina)."
Paul Cézanne, Pintor francês,19/01/1852,22/10/1906 (aos 54 anos), Pintor francês
Paul McCartney, Cantor inglês,18/06/1942,não informado,"Paul McCartney (1942) é um cantor e compositor inglês, ex-integrante da banda de rock britânica “The Beatles”, que fez grande sucesso nos anos 60. A banda era formada por John Lennon, Paul McCartney, George Harrison e Ringo Starr. Com a dissolução da banda em 1970, Paul McCartney seguiu sua carreira solo."
Paul Allen, Empresário norte-americano,21/01/1953,15/10/2018 (aos 65 anos),"Paul Allen (1953-2018) foi um empresário norte-americano, cofundador da Microsoft, junto com Bill Gates, a maior desenvolvedora de software do mundo."
Patrícia Pillar, Atriz brasileira,11/01/1964,não informado,"Patrícia Pillar (1964) é uma atriz brasileira. Recebeu 15 premiações de melhor atriz, no papel da vilã e ex-presidiária Flora, na novela ""A Favorita"" apresentada na televisão em 2008. No papel de Zuzu Angel no cinema, recebeu 3 indicações de melhor atriz."
Patrícia Poeta, Jornalista e apresentadora brasileira,19/10/1976,não informado,Patrícia Poeta (1976) é jornalista e apresentadora brasileira da Rede Globo de Televisão.
Pablo Neruda, Poeta chileno,12/07/1904,23/09/1973 (aos 69 anos),"Pablo Neruda (1904-1973) foi um poeta chileno, considerado um dos mais importantes escritores em língua castelhana. Recebeu o Premio Nobel de Literatura em 1971."
Pablo Escobar, Narcotraficante colombiano,01/12/1949,02/12/1993 (aos 44 anos),"Pablo Emilio Escobar Gabiria (1949-1993) foi um narcotraficante, chefe do Cartel de Medellín, na Colômbia, uma organização criminosa sustentada pelo dinheiro do tráfico responsável pelo fornecimento de 80% da cocaína que foi despejada em vários países entre os anos de 1980 e 1990."
Pabllo Vittar, Cantor brasileiro,01/11/1994,não informado,Phabullo Rodrigues da Silva é um reconhecido cantor e drag queen brasileiro.
Otto von Bismarck, Político alemão,01/04/1815,30/07/1898 (aos 83 anos),Otto von Bismarck (1815-1898) foi um estadista prussiano e primeiro chanceler do Império Alemão. O preparo e eficiência do exército prussiano e a habilidade e diplomacia de Bismarck foram decisivos para a unificação dos territórios germânicos.
Otto Lara Resende, Escritor e jornalista brasileiro,01/05/1922,28/12/1992 (aos 70 anos),"Otto Lara Resende (1922-1992) foi um escritor e jornalista brasileiro, foi eleito membro da Academia Brasileira de Letras, para a cadeira nº. 39."
Otávio de Faria, Escritor brasileiro,15/10/1908,17/10/1980 (aos 72 anos),"Otávio de Faria (1908-1980) foi um escritor brasileiro. Membro da Academia Brasileira de Letras, foi eleito para a cadeira nº 27. Foi também jornalista, crítico literário e tradutor."
Oswald de Andrade, Escritor brasileiro,11/01/1890,22/10/1954 (aos 64 anos),"Oswald de Andrade (1890-1954) foi um escritor e dramaturgo brasileiro. Fundou junto com Tarsila do Amaral o ""Movimento Antropófago"". Foi uma das personalidades mais polêmicas do Modernismo."
Osvaldo Cruz, Médico sanitarista brasileiro,05/08/1872,11/02/1917 (aos 44 anos),"Osvaldo Cruz (1872-1917) foi um médico brasileiro. Sanitarista, bacteriologista e epidemiologista ele foi o responsável pela erradicação da peste bubônica, da febre amarela, da varíola no país."
Osvaldo Aranha, Político brasileiro,15/02/1894,27/01/1960 (aos 65 anos),"Osvaldo Aranha (1894-1960) foi um político, diplomata e advogado brasileiro, um dos nomes de maior destaque no cenário político brasileiro entre 1930 e 1954."
Osório, Militar e político brasileiro,10/05/1808,04/10/1879 (aos 71 anos),General Osório (1808-1879) foi militar e político brasileiro. É o Patrono da Arma de Cavalaria do Exército brasileiro. Herói da Guerra do Paraguai.
Osman Lins, Escritor brasileiro,05/07/1924,08/07/1978 (aos 54 anos),"Osman Lins (1924-1978) foi um escritor brasileiro. É o autor da peça “Lisbela e o Prisioneiro”, uma comédia romântica que foi adaptada para o cinema pelo diretor Gell Arraes."
